FIRE_CAUSE,FCODE,FIRESTATUS,FIRE_CENTR,FIRE_TYPE,FIRE_YEAR,FIRE_NO,SHAPE,SIZE_HA,FIRE_NT_NM,LATITUDE,FIRE_NT_LK,FIRE_NT_ID,ZONE,FIRE_ID,IGN_DATE,GEO_DESC,LONGITUDE,OBJECTID,X,Y
Lightning,JA70003000,Active,2,Fire,2018,V92681,,0.009,,51.0901,,,9,2681,20180815000000,Knights Inlet ,-125.6750,2885908,1022743.9949999995,675172.2699999986
,JA70003000,Active,2,Fire,2018,V92684,,0.100,,50.5227,,,9,2684,20180815000000,Kilpala Mainline,-126.8845,2885909,937314.6079999993,612336.7309999987
,JA70003000,Active,2,Fire,2018,V92697,,0.009,,50.3000,,,9,2697,20180816000000,Klaskino Inlet,-127.7479,2885910,875518.6039999995,588699.8959999988
Lightning,JA70003000,Active,2,Fire,2018,V92700,,2.100,,50.2171,,,9,2700,20180816000000,Brooks Peninsula Boundary,-127.7342,2885911,876271.5690000006,579448.9909999985
Lightning,JA70003000,Active,2,Fire,2018,V92701,,0.009,,50.3999,,,9,2701,20180816000000,Kilpala Main,-127.1639,2885912,917287.3860000003,598958.0209999979
Lightning,JA70003000,Active,2,Fire,2018,V92702,,0.009,,50.0907,,,9,2702,20180816000000,Riel Lake,-127.2839,2885913,908138.9639999996,564702.3939999975
,JA70003000,Active,2,Fire,2018,V92712,,0.009,,50.1446,,,9,2712,20180816000000,Ka Main,-126.7144,2885914,948944.9769999993,570130.5770000014
Lightning,JA70003000,New,2,Fire,2018,V92735,,0.009,,50.3998,,,9,2735,20180817000000,Alice Lake #2,-127.4475,2885915,897138.1920000005,599313.0040000044
,JA70003000,New,2,Fire,2018,V92736,,0.300,,50.3487,,,9,2736,20180817000000,Alice Lake # 3,-127.4156,2885916,899288.7020000005,593581.7710000025
Lightning,JA70003000,New,2,Fire,2018,V92738,,2.100,,50.1541,,,9,2738,20180817000000,Chamas,-127.3306,2885917,904928.1179999992,571825.0240000039
Person,JA70003000,Not Active,2,Fire,2018,VA0033,,0.150,,52.4371,,,10,33,20180424000000,Noosgulch FSR,-126.3803,2885918,974195.9270000001,825312.8020000067
Lightning,JA70003000,Not Active,2,Fire,2018,VA0564,,0.100,,52.4909,,,10,564,20180619000000,Young Creek,-125.8734,2885919,1008583.8779999993,831248.9400000004
Lightning,JA70003000,Not Active,2,Fire,2018,VA0575,,0.100,,52.1596,,,10,575,20180620000000,Turner Lake and Chain-Talko Lakes,-125.9055,2885920,1006453.0369999997,794307.5620000018
Lightning,JA70003000,Not Active,2,Fire,2018,VA1023,,0.009,,52.8168,,,10,1023,20180705000000,Bottleneck Creek,-126.4978,2885921,966519.1890000008,867711.0240000058
Lightning,JA70003000,Not Active,2,Fire,2018,VA1115,,0.000,,51.8647,,,10,1115,20180705000000,Inziana River,-126.7095,2885922,951216.0809999992,761663.9730000002
Lightning,JA70003000,Not Active,2,Fire,2018,VA1415,,0.200,,52.8365,,,10,1415,20180722000000,Dean River,-126.1324,2885923,991096.2669999999,869799.0710000014
Lightning,JA70003000,Not Active,2,Fire,2018,VA1741,,0.009,,52.5528,,,10,1741,20180731000000,N Heckman Pass,-125.8613,2885924,1009387.0649999996,838149.9490000010
Lightning,JA70003000,Not Active,2,Fire,2018,VA1778,,1.000,,52.3184,,,10,1778,20180731000000,Valley Bottom Cariboo & Marvin Mtn - Modified Resp,-125.9263,2885925,1005015.1449999992,812009.8789999997
Lightning,JA70003000,Active,2,Fire,2018,VA1787,,39537.500,,52.9253,,,10,1787,20180731000000,Ramsey Creek - Modified Response,-126.4012,2885926,973082.8520000001,879763.3799999990
Lightning,JA70003000,Not Active,2,Fire,2018,VA1927,,40.000,,52.5300,,,10,1927,20180801000000,Tusulko River,-125.7549,2885927,1016595.9680000006,835630.3260000031
Lightning,JA70003000,Active,2,Fire,2018,VA1964,,17770.700,,52.7135,,,10,1964,20180801000000,Dean River - Modified Response,-126.2235,2885928,984927.0799999995,856091.3540000105
Person,JA70003000,Not Active,2,Fire,2018,VA2380,,0.009,,52.3405,,,10,2380,20180809000000,Norko River,-125.8270,2885929,1011766.3070000005,814478.4870000016
Person,JA70003000,Not Active,3,Fire,2018,R10055,,0.300,,54.1945,,,1,55,20180427000000,Bartlett Road off Hwy 16,-125.5561,2885930,1028896.9559999998,1021405.6469999980
Person,JA70003000,Not Active,3,Fire,2018,R10081,,0.300,,54.1091,,,1,81,20180501000000,Babine River,-125.1751,2885931,1053807.0429999996,1012096.9839999992
Person,JA70003000,Not Active,3,Fire,2018,R10423,,0.100,,53.7905,,,1,423,20180527000000,Eakin Settlement Road,-125.9943,2885932,1000373.5929999996,976225.8970000008
Person,JA70003000,Not Active,3,Fire,2018,R10523,,0.009,,54.2622,,,1,523,20180614000000,McKenna School Rd Burns Lake,-125.8000,2885933,1012996.9229999995,1028889.8200000040
Lightning,JA70003000,Not Active,3,Fire,2018,R10582,,94.000,,54.2456,,,1,582,20180620000000,Maxan Lake,-126.2539,2885934,983493.7809999998,1027050.1020000018
Lightning,JA70003000,Not Active,3,Fire,2018,R10594,,0.016,,54.3900,,,1,594,20180620000000,Babine Lake,-125.3088,2885935,1044777.3829999994,1043360.2849999964
Lightning,JA70003000,Not Active,3,Fire,2018,R10596,,4.000,,54.4344,,,1,596,20180620000000,Four Mile Creek,-125.2160,2885936,1050735.1889999993,1048372.9270000057
Lightning,JA70003000,Not Active,3,Fire,2018,R10633,,0.160,,53.8534,,,1,633,20180620000000,Cheslatta Road area,-125.8716,2885937,1008428.9649999996,983256.9830000000
Lightning,JA70003000,Not Active,3,Fire,2018,R10644,,73.000,,53.6935,,,1,644,20180620000000,New Bird Lake,-125.4105,2885938,1038836.5209999997,965568.2480000006
Lightning,JA70003000,Not Active,3,Fire,2018,R10649,,20.000,,54.0368,,,1,649,20180620000000,Endako,-125.1907,2885939,1052879.6620000005,1004016.3440000005
Lightning,JA70003000,Not Active,3,Fire,2018,R10672,,134.000,,54.2821,,,1,672,20180620000000,Taltapin Lake,-125.3508,2885940,1042164.8780000000,1031293.3740000026
Person,JA70003000,Not Active,3,Fire,2018,R10935,,0.009,,53.8651,,,1,935,20180626000000,Verdun Lookout Rd,-126.0133,2885941,999128.4729999999,984555.1659999965
Lightning,JA70003000,Not Active,3,Fire,2018,R11161,,0.020,,53.1095,,,1,1161,20180714000000,Tesla Lake,-126.5001,2885942,966590.5269999997,900361.4589999933
Person,JA70003000,Fire of Note,3,Fire,2018,R11498,,68375.000,Shovel Lake,54.2020,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=712,712,1,1498,20180727000000,Shovel Lake,-125.2064,2885943,1051648.1580000008,1022447.1549999993
Lightning,JA70003000,Active,3,Fire,2018,R11683,,2447.200,,53.7548,,,1,1683,20180731000000,N side of Nechako Lake,-125.3258,2885944,1044353.4769999996,972458.6450000005
Lightning,JA70003000,Not Active,3,Fire,2018,R11764,,0.009,,54.0596,,,1,1764,20180731000000,Francois Lake,-125.5711,2885945,1028009.8710000002,1006341.7500000019
Lightning,JA70003000,Fire of Note,3,Fire,2018,R11796,,7724.000,Verdun Mountain,53.8473,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=718,718,1,1796,20180731000000,Verdun,-125.9871,2885946,1000844.3250000000,982568.8089999994
Lightning,JA70003000,Not Active,3,Fire,2018,R11797,,1.150,,54.0746,,,1,1797,20180731000000,Francois Lake,-125.9457,2885947,1003546.8979999999,1007941.7000000030
Lightning,JA70003000,Not Active,3,Fire,2018,R11829,,0.009,,53.9618,,,1,1829,20180801000000,Taltarose,-126.2078,2885948,986398.8960000004,995370.9049999965
Lightning,JA70003000,Not Active,3,Fire,2018,R11856,,0.200,,54.3983,,,1,1856,20180801000000,Heading East FSR,-126.3516,2885949,977225.8669999995,1044124.6750000073
Lightning,JA70003000,Not Active,3,Fire,2018,R11873,,0.009,,54.0682,,,1,1873,20180801000000,W of Colleymount,-126.1997,2885950,986963.6700000004,1007238.8399999980
Lightning,JA70003000,Fire of Note,3,Fire,2018,R11921,,11360.000,Island Lake Wildfire ,53.9302,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=720,720,1,1921,20180801000000,Island Lake,-125.3636,2885951,1041691.1400000007,992011.5830000043
Lightning,JA70003000,Active,3,Fire,2018,R12068,,3902.000,,53.3512,,,1,2068,20180803000000,Pondosy Bay,-126.7580,2885952,949653.8510000007,927483.4699999923
Person,JA70003000,Not Active,3,Fire,2018,R12225,,0.030,,53.9780,,,1,2225,20180805000000,Mollice Lake,-125.6953,2885953,1019938.4060000003,997192.5840000026
Lightning,JA70003000,Fire of Note,3,Fire,2018,R12270,,3000.000,Cheslaslie Arm,53.4735,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=747,747,1,2270,20180806000000,500 N of Cheslaslie Arm,-125.6034,2885954,1026264.8209999993,940922.8100000005
Lightning,JA70003000,Fire of Note,3,Fire,2018,R12315,,48732.000,Tesla lake,53.1507,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=773,773,1,2315,20180808000000,Tesla lake,-126.5614,2885955,962535.2559999998,904982.7520000003
Person,JA70003000,Not Active,3,Fire,2018,R12383,,0.009,,53.9715,,,1,2383,20180809000000,Taltarose,-125.9383,2885956,1004036.7409999997,996427.8520000000
Lightning,JA70003000,Not Active,3,Fire,2018,R12484,,0.500,,54.5443,,,1,2484,20180811000000,Butterfield Lake,-125.5555,2885957,1028688.8339999997,1060456.5559999933
Person,JA70003000,Not Active,3,Fire,2018,R20086,,0.009,,54.4733,,,2,86,20180501000000,Walcott FSR,-126.8478,2885958,945187.3770000000,1052767.7979999995
Person,JA70003000,Not Active,3,Fire,2018,R20200,,0.840,,54.4464,,,2,200,20180514000000,Elwin Lake,-126.2966,2885959,980813.9039999996,1049475.3170000007
Person,JA70003000,Not Active,3,Fire,2018,R20239,,0.009,,55.3153,,,2,239,20180518000000,S of Tahlo Lake,-126.4468,2885960,971708.0020000004,1146512.2810000051
Lightning,JA70003000,Not Active,3,Fire,2018,R20605,,0.200,,54.3192,,,2,605,20180620000000,China Nose,-126.3957,2885961,974322.3629999998,1035310.9200000009
Lightning,JA70003000,Not Active,3,Fire,2018,R20617,,0.300,,55.0948,,,2,617,20180620000000,N of Old Fort,-126.3196,2885962,979653.7090000004,1121852.0759999966
Lightning,JA70003000,Active,4,Fire,2018,G42036,,224.000,South of Long Lake,53.5361,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=739,739,4,2036,20180802000000,South of Long Lake ,-124.4761,2886218,1100768.8929999997,948926.7629999993
Lightning,JA70003000,Not Active,4,Fire,2018,G42064,,0.040,,53.6381,,,4,2064,20180731000000,Old Nechako Canyon Devils,-124.9494,2886219,1069300.9700000000,959731.0089999940
Person,JA70003000,Not Active,4,Fire,2018,G42074,,0.009,,54.0946,,,4,2074,20180803000000,W HWY 27,-124.1270,2886220,1122199.2430000002,1011779.9359999979
Lightning,JA70003000,Not Active,4,Fire,2018,G42086,,0.500,,53.5816,,,4,2086,20180803000000,2 miles NW of Kenny Dam,-124.9904,2886221,1066687.3700000001,953389.2479999978
Lightning,JA70003000,Not Active,4,Fire,2018,G42124,,0.500,,53.9314,,,4,2124,20180803000000,2 nm N of Lily Lake ,-124.5916,2886222,1092250.3190000006,992877.6510000005
Lightning,JA70003000,Not Active,4,Fire,2018,G42176,,0.200,,53.8859,,,4,2176,20180804000000,10.5 off South Shore SInkut Lake,-123.9752,2886223,1132767.4570000006,988771.6050000004
Lightning,JA70003000,Not Active,4,Fire,2018,G42207,,0.009,,53.6228,,,4,2207,20180805000000,West of Edge Nechako Canyon,-124.9426,2886224,1069779.1109999998,958039.8700000029
Lightning,JA70003000,Not Active,4,Fire,2018,G42259,,0.400,,53.5948,,,4,2259,20180806000000,3 mile NW Finger Lake,-124.4188,2886225,1104408.7540000000,955554.6970000025
Lightning,JA70003000,Not Active,4,Fire,2018,G42277,,6.000,,53.9428,,,4,2277,20180806000000,Kluskus FSR 13 km,-124.3771,2886226,1106273.5179999999,994450.3330000015
Person,JA70003000,Not Active,4,Fire,2018,G42394,,0.200,,54.0002,,,4,2394,20180810000000,25Km Francois Lake Road,-125.2048,2886227,1052006.4049999996,999928.7610000027
Person,JA70003000,Not Active,4,Fire,2018,G42692,,0.009,,54.0694,,,4,2692,20180815000000,Prairie Dale,-124.0911,2886228,1124611.0900000001,1009040.2949999999
Person,JA70003000,Not Active,4,Fire,2018,G50098,,0.009,,54.6436,,,5,98,20180425000000,Tache Highway,-124.2341,2886229,1113682.7950000004,1072859.2309999997
Person,JA70003000,Not Active,4,Fire,2018,G50118,,1.200,,54.6531,,,5,118,20180506000000,Tache,-124.7230,2886230,1082193.9049999993,1073246.7430000026
Person,JA70003000,Not Active,4,Fire,2018,G50209,,0.150,,55.0565,,,5,209,20180515000000,Middle River Bridge,-125.5055,2886231,1031513.2469999999,1117640.9799999967
Person,JA70003000,Not Active,4,Fire,2018,G50238,,0.500,,54.6088,,,5,238,20180518000000,End of Muddiman Road,-124.2064,2886232,1115561.7240000006,1069028.2360000024
Lightning,JA70003000,Not Active,4,Fire,2018,G50574,,9.000,,55.7468,,,5,574,20180606000000,10.4 nm W Germansen,-125.3729,2886233,1039286.5579999996,1194760.9150000028
Lightning,JA70003000,Not Active,4,Fire,2018,G50583,,0.500,,54.9986,,,5,583,20180620000000,Inzana Lake,-124.4454,2886234,1099210.9669999999,1112157.2570000002
Lightning,JA70003000,Not Active,4,Fire,2018,G50585,,0.640,,55.0194,,,5,585,20180620000000,Inzana Lake,-124.5346,2886235,1093472.2969999996,1114362.8650000012
Lightning,JA70003000,Not Active,4,Fire,2018,G50588,,2.500,,54.4830,,,5,588,20180620000000,Grassham Lk,-124.7983,2886236,1077668.8580000002,1054181.5059999973
Lightning,JA70003000,Not Active,4,Fire,2018,G50598,,5.000,,55.0736,,,5,598,20180620000000,113 km Kazchec FSR,-124.7683,2886237,1078459.7590000001,1120124.1280000005
Lightning,JA70003000,Not Active,4,Fire,2018,G50614,,1055.000,Kloch Lake,55.0737,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=692,692,5,614,20180620000000,Kloch Lake,-125.0086,2886238,1063157.1760000002,1119902.5429999977
Lightning,JA70003000,Not Active,4,Fire,2018,G50657,,3.000,,54.9810,,,5,657,20180620000000,Middle River,-125.2516,2886239,1047783.2400000002,1109365.1069999989
Lightning,JA70003000,Not Active,4,Fire,2018,G50667,,8.000,,55.5032,,,5,667,20180620000000,NW takla landing,-126.1037,2886240,993465.0690000007,1167407.1359999981
Lightning,JA70003000,Not Active,4,Fire,2018,G50684,,50.000,,55.2772,,,5,684,20180620000000,"S of Takla, E side",-125.6790,2886241,1020345.2179999994,1142216.2739999993
Lightning,JA70003000,Not Active,4,Fire,2018,G50685,,0.009,,55.3845,,,5,685,20180620000000,"S of Takla, E side",-125.7909,2886242,1013220.5950000007,1154165.1220000042
Lightning,JA70003000,Not Active,4,Fire,2018,G50693,,26.000,,54.5313,,,5,693,20180621000000,Great Beaver Lake,-123.5977,2886243,1155065.7930000005,1061541.1739999987
Lightning,JA70003000,Not Active,4,Fire,2018,G50814,,0.110,,54.4926,,,5,814,20180620000000,5km N of Beaver Lk,-123.6748,2886244,1150232.6509999998,1057063.2419999978
Lightning,JA70003000,Not Active,4,Fire,2018,G50817,,0.100,,55.1397,,,5,817,20180622000000,5 Miles East Leo Creek,-125.3850,2886245,1039112.0119999999,1126995.4349999968
Lightning,JA70003000,Not Active,4,Fire,2018,G50862,,0.100,,54.7774,,,5,862,20180620000000,Kuskwa river,-124.7141,2886246,1082517.8329999994,1087131.6440000022
Lightning,JA70003000,Not Active,4,Fire,2018,G50891,,7.900,,55.6731,,,5,891,20180623000000,NW of Takla Lake,-126.3251,2886247,979596.8149999999,1186413.2280000038
Lightning,JA70003000,Not Active,4,Fire,2018,G50893,,0.050,,54.8373,,,5,893,20180620000000,Chuius Mtn,-124.5529,2886248,1092720.4000000004,1094019.8000000017
Person,JA70003000,Not Active,4,Fire,2018,G60215,,5.600,,57.0353,,,6,215,20180516000000,Kemess Mine,-126.7817,2886281,952621.9969999996,1338631.7730000094
Lightning,JA70003000,Not Active,4,Fire,2018,G60273,,13.000,,57.4208,,,6,273,20180520000000,Fort Ware,-125.6843,2886282,1018941.6050000006,1381409.7099999925
Lightning,JA70003000,Not Active,4,Fire,2018,G60278,,0.460,,55.6314,,,6,278,20180520000000,West side of Manson Lk,-124.3775,2886283,1101923.7360000007,1182878.0760000022
Lightning,JA70003000,Not Active,4,Fire,2018,G60279,,0.140,,57.4465,,,6,279,20180520000000,2 km North Fort Ware,-125.6485,2886284,1021078.5790000006,1384285.6670000060
Person,JA70003000,Not Active,4,Fire,2018,G60367,,0.100,,55.2204,,,6,367,20180524000000,Highway 39 North of Conway Connector,-123.6078,2886285,1151814.4130000002,1138395.1589999944
Person,JA70003000,Not Active,4,Fire,2018,G60391,,2.200,,56.1850,,,6,391,20180525000000,Bob Fry Creek,-124.2937,2886286,1105700.1610000001,1244765.4929999998
Person,JA70003000,Not Active,4,Fire,2018,G60442,,0.009,,56.1648,,,6,442,20180529000000,Raspberry Creek,-124.2463,2886287,1108691.6499999999,1242585.4759999914
Person,JA70003000,Not Active,4,Fire,2018,G60533,,2.000,,55.1138,,,6,533,20180616000000,Mount Milligan Mine Site,-124.0320,2886288,1125232.0409999993,1125677.1659999955
Person,JA70003000,Not Active,4,Fire,2018,G60535,,46.500,,55.2517,,,6,535,20180616000000,Lion's Lake,-123.1088,2886289,1183319.7290000007,1143067.5669999970
Person,JA70003000,Not Active,4,Fire,2018,G60536,,16.000,,56.1375,,,6,536,20180616000000,Osilinka Camp,-125.0980,2886290,1055949.5059999998,1238550.8150000013
Lightning,JA70003000,Not Active,4,Fire,2018,G60580,,2.000,,55.1674,,,6,580,20180620000000,8km Witter Fsr,-123.4199,2886291,1163950.9519999993,1132905.5170000074
Lightning,JA70003000,Not Active,4,Fire,2018,G60593,,0.160,,55.2836,,,6,593,20180620000000,Sylvester Crk,-124.0538,2886292,1123321.1659999990,1144579.9290000033
Lightning,JA70003000,Not Active,4,Fire,2018,G60606,,2.000,,55.0991,,,6,606,20180620000000,Skog Mnt,-123.5257,2886293,1157493.0659999994,1125047.9420000026
Lightning,JA70003000,Not Active,4,Fire,2018,G60626,,0.900,,55.6172,,,6,626,20180620000000,3km North Mount Bisson,-123.8718,2886294,1133731.2309999999,1182130.0010000039
Lightning,JA70003000,Not Active,4,Fire,2018,G60732,,5.000,,56.1343,,,6,732,20180620000000,28.5 km Osilinka,-124.8117,2886295,1073711.1500000004,1238459.6770000001
Lightning,JA70003000,Not Active,4,Fire,2018,G60737,,0.100,,55.1485,,,6,737,20180621000000,2 miles N of Junction,-122.9683,2886296,1192720.5519999994,1131929.6259999992
Lightning,JA70003000,Not Active,4,Fire,2018,G60739,,0.100,,55.1515,,,6,739,20180621000000,2 miles N of Juction,-122.9665,2886297,1192817.2229999998,1132272.6720000003
Lightning,JA70003000,Not Active,4,Fire,2018,G60804,,0.460,,55.8020,,,6,804,20180621000000,Clearwater,-123.0723,2886298,1183093.2239999997,1204534.5390000008
Lightning,JA70003000,Not Active,4,Fire,2018,G60825,,0.009,,55.2895,,,6,825,20180622000000,Sylvester Creek,-124.0461,2886299,1123795.9970000004,1145253.5599999940
Lightning,JA70003000,Not Active,4,Fire,2018,G60829,,0.100,,55.6617,,,6,829,20180622000000,East Manson River,-123.9407,2886300,1129263.5230000007,1186972.3769999994
Lightning,JA70003000,Not Active,4,Fire,2018,G60852,,0.009,,55.5789,,,6,852,20180620000000,Blackwater Creek,-123.7921,2886301,1138874.2850000001,1178012.3160000006
Person,JA70003000,Not Active,4,Fire,2018,G61143,,0.300,,54.9712,,,6,1143,20180713000000,McLeod River,-123.3005,2886302,1172366.6530000002,1111298.2020000014
Lightning,JA70003000,Not Active,4,Fire,2018,G61549,,2.100,,55.9042,,,6,1549,20180728000000,Discovery Creek,-125.0767,2886303,1057610.3790000004,1212528.5860000001
Lightning,JA70003000,Not Active,4,Fire,2018,G61551,,0.009,,55.6567,,,6,1551,20180728000000,1/2 miles SE Germansen lake,-124.7640,2886304,1077599.4729999993,1185204.0640000012
Lightning,JA70003000,Not Active,4,Fire,2018,G61552,,0.009,,55.3017,,,6,1552,20180728000000,Mount Sylvestor,-124.2933,2886305,1108099.4389999998,1146206.1790000014
Lightning,JA70003000,Not Active,4,Fire,2018,G61571,,120.000,,55.5031,,,6,1571,20180729000000,Klawli,-124.6930,2886306,1082370.9339999994,1168144.1470000008
Lightning,JA70003000,Not Active,4,Fire,2018,G61585,,0.150,,56.8995,,,6,1585,20180729000000,Thutade Lake,-127.0024,2886307,939027.1830000000,1323645.5900000092
Lightning,JA70003000,Active,4,Fire,2018,G61586,,8000.000,,57.3765,,,6,1586,20180729000000,Bower Creek,-126.1253,2886308,992470.4349999999,1376430.1420000028
Lightning,JA70003000,Not Active,4,Fire,2018,G61589,,90.000,,57.4082,,,6,1589,20180729000000,Mount Bower,-126.0987,2886309,994078.5009999999,1379957.2050000038
Lightning,JA70003000,Active,4,Fire,2018,G61601,,150.000,,56.6158,,,6,1601,20180730000000,Bruin Creek,-124.2820,2886310,1105258.2360000010,1292848.7279999973
Lightning,JA70003000,Active,4,Fire,2018,G61633,,70.000,,55.7595,,,6,1633,20180730000000,Germanson Landing,-124.8420,2886311,1072515.0910000007,1196599.3730000025
Lightning,JA70003000,Not Active,4,Fire,2018,G61645,,0.009,,56.9688,,,6,1645,20180730000000,Tatlatui Lake,-127.2323,2886312,925181.5279999997,1331601.4630000014
Lightning,JA70003000,Not Active,4,Fire,2018,G50902,,0.200,,54.9083,,,5,902,20180624000000,NE of Trembleur Lake,-125.0787,2886249,1058929.0859999997,1101375.2819999997
Lightning,JA70003000,Not Active,4,Fire,2018,G50948,,0.600,,54.7156,,,5,948,20180620000000,Tezzeron Lake,-124.4223,2886250,1101387.9439999992,1080611.7000000020
Lightning,JA70003000,Active,4,Fire,2018,G51222,,70.000,,54.2687,,,5,1222,20180716000000,South of Gordon Lake,-123.7658,2886251,1145141.6280000000,1031892.8759999992
Lightning,JA70003000,Not Active,4,Fire,2018,G51234,,0.009,,55.3374,,,5,1234,20180717000000,N of Nation Lake,-125.2293,2886252,1048776.0839999993,1149159.1129999962
Lightning,JA70003000,Not Active,4,Fire,2018,G51275,,0.200,,54.8488,,,5,1275,20180718000000,SW of Salmon Lake,-123.8965,2886253,1134729.7040000006,1096357.5569999972
Lightning,JA70003000,Not Active,4,Fire,2018,G51277,,0.080,,54.7877,,,5,1277,20180717000000,4.5 nm NW Tarnezell Lake,-125.0513,2886254,1060862.1129999997,1087935.8260000059
Lightning,JA70003000,Not Active,4,Fire,2018,G51281,,2.000,,54.7933,,,5,1281,20180718000000,5nm NW of Tarnezell Lake,-125.0923,2886255,1058224.8089999997,1088533.8729999941
Lightning,JA70003000,Not Active,4,Fire,2018,G51311,,0.200,,55.0688,,,5,1311,20180718000000,Elliot Lake,-125.2306,2886256,1049017.5870000005,1119173.9909999957
Lightning,JA70003000,Not Active,4,Fire,2018,G51538,,0.450,,55.2093,,,5,1538,20180728000000,5 km of Nation Lake,-124.3927,2886257,1102042.6300000001,1135754.7550000027
Lightning,JA70003000,Fire of Note,4,Fire,2018,G51632,,2024.000,North of Tezzeron Lake,54.8414,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=738,738,5,1632,20180730000000,North of Tezzeron Lake,-124.6383,2886258,1087242.7250000003,1094365.1260000095
Lightning,JA70003000,Fire of Note,4,Fire,2018,G51634,,1457.000,Purvis Lake,55.1924,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=721,721,5,1634,20180730000000,Purvis Lake,-125.3604,2886259,1040623.2839999996,1132887.8840000005
Lightning,JA70003000,Active,4,Fire,2018,G51636,,49.000,,55.4368,,,5,1636,20180730000000,Tsayta Lake,-125.3302,2886260,1042285.5209999991,1160190.6569999997
Lightning,JA70003000,Active,4,Fire,2018,G51638,,0.600,,55.4371,,,5,1638,20180730000000,SW Tsayta Lake,-125.3887,2886261,1038594.4500000004,1160185.3639999982
Lightning,JA70003000,Not Active,4,Fire,2018,G51641,,40.000,,54.6572,,,5,1641,20180730000000,500M N Ocock Lake,-123.9406,2886262,1132529.3349999997,1074888.9029999953
Lightning,JA70003000,Active,4,Fire,2018,G51653,,39.700,,55.1030,,,5,1653,20180730000000,South of Takla Lake,-125.7994,2886263,1012768.9660000002,1122745.2170000002
Lightning,JA70003000,Not Active,4,Fire,2018,G51669,,0.009,,54.6134,,,5,1669,20180731000000,Pinchie,-124.3219,2886264,1108111.2890000006,1069360.9830000000
Lightning,JA70003000,Not Active,4,Fire,2018,G51687,,0.009,,54.6639,,,5,1687,20180731000000,Pinche Lake,-124.5388,2886265,1094025.4769999995,1074686.9289999958
Lightning,JA70003000,Not Active,4,Fire,2018,G51833,,0.009,,54.3736,,,5,1833,20180731000000,4.5 km NE of Mount Rosetti,-124.3604,2886266,1106254.3639999994,1042545.3689999999
Lightning,JA70003000,Active,4,Fire,2018,G51920,,0.009,,55.5192,,,5,1920,20180801000000,16 miles W of Takla landing,-126.3477,2886267,978096.1459999999,1169234.6280000070
Lightning,JA70003000,Active,4,Fire,2018,G51928,,185.000,,55.7462,,,5,1928,20180801000000,Fall Creek,-125.8108,2886268,1011850.0749999995,1194533.8480000021
Lightning,JA70003000,Active,4,Fire,2018,G51948,,0.009,,56.2512,,,5,1948,20180801000000,,-127.9522,2886269,879276.4539999996,1252544.0169999972
Lightning,JA70003000,Not Active,4,Fire,2018,G51975,,0.009,,55.1668,,,5,1975,20180801000000,5km on Driftwood FSR,-125.1983,2886270,1050953.3610000003,1130140.7930000015
Lightning,JA70003000,Not Active,4,Fire,2018,G52087,,0.009,,55.0374,,,5,2087,20180803000000,Kloch Lake ,-125.0081,2886271,1063241.6739999992,1115849.5700000022
Lightning,JA70003000,Not Active,4,Fire,2018,G52187,,0.009,,54.2372,,,5,2187,20180803000000,17.5 km Necoslie FSR,-123.9756,2886272,1131614.7239999997,1027963.0440000016
Lightning,JA70003000,Not Active,4,Fire,2018,G52255,,0.009,,55.3156,,,5,2255,20180806000000,W Nation Lake,-125.2943,2886273,1044689.9840000003,1146677.4040000010
Lightning,JA70003000,Not Active,4,Fire,2018,G52284,,0.009,,54.6898,,,5,2284,20180807000000,South of Tezzeron Lake,-124.4843,2886274,1097465.7849999992,1077645.3689999990
Lightning,JA70003000,Active,4,Fire,2018,G52295,,20.000,,54.2308,,,5,2295,20180807000000,1 mile N Stuart River,-123.9595,2886275,1132685.1039999996,1027282.9400000004
Person,JA70003000,Not Active,4,Fire,2018,G52305,,0.500,,54.5065,,,5,2305,20180807000000,Camsell Lake Narrows,-124.8969,2886276,1071255.5339999995,1056698.6820000000
,JA70003000,Not Active,4,Fire,2018,G52551,,0.009,,54.6918,,,5,2551,20180811000000,Tezzeron Lake,-124.4848,2886277,1097428.7400000005,1077873.4560000086
,JA70003000,Active,4,Fire,2018,G52679,,0.009,,56.0294,,,5,2679,20180815000000,Motase Lake,-127.0490,2886278,934759.5109999999,1226611.4139999906
Person,JA70003000,Not Active,4,Fire,2018,G60094,,0.800,,55.3399,,,6,94,20180502000000,mackenzie/FFI road/Conifex Effluent Pond,-123.1772,2886279,1178594.7190000005,1152728.2400000002
