FIRE_CAUSE,FCODE,FIRESTATUS,FIRE_CENTR,FIRE_TYPE,FIRE_YEAR,FIRE_NO,SHAPE,SIZE_HA,FIRE_NT_NM,LATITUDE,FIRE_NT_LK,FIRE_NT_ID,ZONE,FIRE_ID,IGN_DATE,GEO_DESC,LONGITUDE,OBJECTID,X,Y
Person,JA70003000,Not Active,5,Fire,2018,K51133,,0.009,,49.9574,,,5,1133,20180713000000,4km Up Bear Main FSR,-119.5460,2886698,1462515.5390000001,570140.1839999994
Person,JA70003000,Not Active,5,Fire,2018,K51211,,0.009,,49.8859,,,5,1211,20180716000000,S of Trepanier Creek,-119.9329,2886699,1435540.3069999996,559770.7170000011
,JA70003000,Not Active,5,Fire,2018,K51216,,3.900,,49.1340,,,5,1216,20180716000000,Black Sage Rd,-119.5625,2886700,1469649.9040000008,478887.2550000008
,JA70003000,Not Active,5,Fire,2018,K51228,,0.800,,49.3914,,,5,1228,20180717000000,Lakehill Rd and Hwy 97,-119.6070,2886701,1463832.9679999994,507076.6940000020
,JA70003000,Not Active,5,Fire,2018,K51237,,0.900,,49.8083,,,5,1237,20180717000000,Kallis Creek,-119.0989,2886702,1496072.7100000000,556661.2079999996
Lightning,JA70003000,Fire of Note,5,Fire,2018,K51238,,13359.000,Snowy Mountain,49.0846,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=710,710,5,1238,20180717000000,Snowy Mountain,-119.8695,2886703,1447784.4730000009,471435.5880000014
Lightning,JA70003000,Not Active,5,Fire,2018,K51240,,0.009,,49.2839,,,5,1240,20180717000000,Olalla Valley,-119.8424,2886704,1447834.1850000005,493665.5260000015
Lightning,JA70003000,Not Active,5,Fire,2018,K51242,,1370.300,Goode,49.7537,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=704,704,5,1242,20180717000000,Goode's Creek,-119.6889,2886705,1454319.1270000008,546652.0420000004
Lightning,JA70003000,Not Active,5,Fire,2018,K51243,,118.500,Mount Conkle,49.5630,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=698,698,5,1243,20180717000000,Mount Conkle,-119.7474,2886706,1451989.4129999999,525168.9760000017
Lightning,JA70003000,Not Active,5,Fire,2018,K51244,,0.009,,49.7483,,,5,1244,20180717000000,Okanagan falls FSR,-119.0893,2886707,1497406.7260000007,550093.7569999984
,JA70003000,Not Active,5,Fire,2018,K51246,,0.009,,49.6253,,,5,1246,20180717000000,North Naramata Rd,-119.6006,2886708,1461946.2949999990,533014.5039999988
Lightning,JA70003000,Not Active,5,Fire,2018,K51247,,23.000,,49.7613,,,5,1247,20180717000000,Peachland Creek,-119.7995,2886709,1446304.5109999995,546797.7630000087
Lightning,JA70003000,Not Active,5,Fire,2018,K51248,,15.500,Law Creek,49.8229,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=705,705,5,1248,20180717000000,Law Creek,-119.6946,2886710,1453228.6719999993,554283.8020000020
Lightning,JA70003000,Not Active,5,Fire,2018,K51249,,0.200,,49.6363,,,5,1249,20180717000000,KVR - Little Tunnel,-119.5575,2886711,1464938.1410000001,534510.8390000025
Lightning,JA70003000,Not Active,5,Fire,2018,K51252,,0.100,Carrot Mountain,49.8817,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=700,700,5,1252,20180717000000,Carrot Mtn 1,-119.6583,2886712,1455240.1169999996,561027.2290000059
Lightning,JA70003000,Not Active,5,Fire,2018,K51253,,0.009,,49.8769,,,5,1253,20180717000000,Soul Train Summit,-119.6471,2886713,1456091.5180000006,560575.2429999989
Lightning,JA70003000,Not Active,5,Fire,2018,K51256,,99.800,Glenfir Road,49.6718,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=703,703,5,1256,20180717000000,Glenfir Rd,-119.6197,2886714,1460105.4550000010,538031.2209999952
Lightning,JA70003000,Not Active,5,Fire,2018,K51261,,0.009,,49.6806,,,5,1261,20180717000000,Gem lake N of Naramata,-119.5614,2886715,1464207.9110000001,539387.9270000057
Lightning,JA70003000,Not Active,5,Fire,2018,K51264,,1790.000,Mount Eneas,49.7135,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=702,702,5,1264,20180717000000,Mt Eneas,-119.7646,2886716,1449274.6719999998,541716.4770000018
Lightning,JA70003000,Not Active,5,Fire,2018,K51269,,0.600,,49.1686,,,5,1269,20180717000000,Ashnola River Rd,-119.9478,2886717,1441280.1120000000,480240.6390000004
Lightning,JA70003000,Not Active,5,Fire,2018,K51285,,0.009,,49.8738,,,5,1285,20180718000000,Carrot Mtn 3,-119.6498,2886718,1455929.7459999996,560207.1090000039
Lightning,JA70003000,Not Active,5,Fire,2018,K51293,,7.500,,49.6487,,,5,1293,20180718000000,1.5km along KVR off Chute Lk Rd,-119.6058,2886719,1461340.0269999993,535567.9600000074
,JA70003000,Not Active,5,Fire,2018,K51295,,0.009,,49.8173,,,5,1295,20180717000000,Mount Drought,-119.6856,2886720,1453926.0840000003,553717.1999999983
Lightning,JA70003000,Not Active,5,Fire,2018,K51304,,0.400,,49.6312,,,5,1304,20180718000000,Tote Trail off KVR,-119.5791,2886721,1463437.5299999998,533802.9340000069
Lightning,JA70003000,Not Active,5,Fire,2018,K51308,,3.000,,49.2234,,,5,1308,20180717000000,Junction of Ashnola and Similkameen Rivers,-120.0172,2886722,1435721.4299999992,485868.1379999993
Lightning,JA70003000,Not Active,5,Fire,2018,K51342,,2.000,,50.0464,,,5,1342,20180719000000,Fish Hawk Lake,-118.8925,2886723,1508208.7029999990,584473.3290000008
,JA70003000,Not Active,5,Fire,2018,K51344,,58.400,,49.6861,,,5,1344,20180719000000,Frederick Creek,-119.6479,2886724,1457939.8190000004,539430.3979999982
Lightning,JA70003000,Active,5,Fire,2018,K51346,,2.000,,49.1287,,,5,1346,20180719000000,North Side of the South Slopes,-120.0133,2886725,1436894.4790000001,475410.7319999980
Person,JA70003000,Not Active,5,Fire,2018,K51348,,0.009,,49.1673,,,5,1348,20180719000000,Camp McKinney Road,-119.4442,2886726,1477909.0699999991,483362.3700000010
,JA70003000,Not Active,5,Fire,2018,K51349,,0.320,,49.1773,,,5,1349,20180720000000,Wolfcub FSR,-119.4361,2886727,1478394.8259999994,484525.1280000014
Lightning,JA70003000,Not Active,5,Fire,2018,K52451,,0.009,,49.6635,,,5,2451,20180811000000,Fenton Creek,-119.8923,2886760,1440580.2830000003,535378.1979999999
Lightning,JA70003000,Not Active,5,Fire,2018,K52469,,0.200,,49.8922,,,5,2469,20180811000000,Carrot Mountain,-119.6174,2886761,1458063.0730000001,562454.0719999969
Lightning,JA70003000,Not Active,5,Fire,2018,K52499,,0.300,,49.5533,,,5,2499,20180811000000,8 km Shingle Creek Rd,-119.7815,2886762,1449623.7500000002,523868.3130000019
Lightning,JA70003000,Not Active,5,Fire,2018,K52522,,0.009,,49.9714,,,5,2522,20180811000000,SW Pennask Lake - Pennask FSR,-120.1344,2886763,1420322.5200000009,568020.6940000001
Lightning,JA70003000,Active,5,Fire,2018,K52528,,0.009,,49.2437,,,5,2528,20180811000000,Shuttle Creek,-119.9031,2886764,1443815.9869999997,488831.5810000030
,JA70003000,Active,5,Fire,2018,K52573,,8.500,,49.1485,,,5,2573,20180812000000,Baldy FSR,-119.3433,2886765,1485439.1580000008,481969.4199999990
Lightning,JA70003000,Active,5,Fire,2018,K52656,,2.500,,49.1263,,,5,2656,20180814000000,Skwekust Creek,-120.1510,2886766,1426889.4929999998,474304.8570000036
Lightning,JA70003000,Fire of Note,5,Fire,2018,K52670,,57.000,Old Tom Creek,49.2660,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=766,766,5,2670,20180815000000,Old Tom Creek,-119.9164,2886767,1442636.5809999991,491216.9070000015
Lightning,JA70003000,Not Active,5,Fire,2018,K52673,,0.009,,49.1873,,,5,2673,20180815000000,Etches Creek,-120.1992,2886768,1422819.8709999998,480770.8310000002
,JA70003000,New,5,Fire,2018,K52741,,4.700,,49.6255,,,5,2741,20180817000000,Bear Paw Creek,-119.9105,2886769,1439630.1879999996,531053.9359999998
Person,JA70003000,Not Active,5,Fire,2018,K60035,,2.000,,50.4028,,,6,35,20180425000000,Mamit Lake,-120.8166,2886770,1368015.2740000004,612074.2530000014
Person,JA70003000,Not Active,5,Fire,2018,K60096,,0.009,,49.7394,,,6,96,20180503000000,Juliette Crk Rd Exit,-121.0136,2886771,1359246.1250000009,537465.6339999977
Person,JA70003000,Not Active,5,Fire,2018,K60123,,3.900,,50.0709,,,6,123,20180507000000,5 km Mid Valley Rd,-120.8033,2886772,1371671.3170000003,575324.1239999998
Person,JA70003000,Not Active,5,Fire,2018,K60160,,0.900,,49.9069,,,6,160,20180511000000,Gillis Road,-120.9104,2886773,1365330.2900000000,556563.9920000006
Person,JA70003000,Not Active,5,Fire,2018,K60417,,53.000,,50.3344,,,6,417,20180527000000,Chataway Lake FSR,-120.9192,2886774,1361293.6910000008,603958.0709999995
Person,JA70003000,Not Active,5,Fire,2018,K60422,,0.100,,49.7152,,,6,422,20180527000000,Osprey Lake,-120.2172,2886775,1416724.3780000000,539142.1080000000
Person,JA70003000,Not Active,5,Fire,2018,K60456,,0.009,,49.2930,,,6,456,20180601000000,East of Hedley on HWY 3,-120.0268,2886776,1434371.5740000000,493524.1240000017
Lightning,JA70003000,Not Active,5,Fire,2018,K60602,,0.009,,50.3984,,,6,602,20180620000000,Pimainus Lake,-121.0993,2886777,1348015.4349999996,610156.2820000006
Lightning,JA70003000,Not Active,5,Fire,2018,K60604,,3.400,,50.2256,,,6,604,20180620000000,Gordon Creek FSR,-121.0470,2886778,1353067.5590000008,591233.7689999985
Lightning,JA70003000,Not Active,5,Fire,2018,K60616,,0.300,,50.2619,,,6,616,20180620000000,Tyner FSR,-120.9306,2886779,1361055.5329999998,595856.5229999982
Lightning,JA70003000,Not Active,5,Fire,2018,K60660,,0.009,,50.1168,,,6,660,20180620000000,Mimenuh,-121.1231,2886780,1348480.7989999990,578788.4550000038
Lightning,JA70003000,Not Active,5,Fire,2018,K60715,,0.009,,50.3531,,,6,715,20180621000000,Woodward Rd,-120.7864,2886781,1370564.9289999998,606715.9230000004
Lightning,JA70003000,Not Active,5,Fire,2018,K60727,,0.009,,50.2875,,,6,727,20180621000000,Chataway,-120.8641,2886782,1365581.1870000004,599033.7259999979
Lightning,JA70003000,Not Active,5,Fire,2018,K60751,,4.700,,50.1074,,,6,751,20180621000000,Spius Creek,-120.9762,2886783,1359033.6580000008,578471.9680000013
Lightning,JA70003000,Not Active,5,Fire,2018,K60773,,0.009,,50.1261,,,6,773,20180621000000,Douglas Lake,-120.0586,2886784,1424295.7239999990,585632.0239999983
Lightning,JA70003000,Not Active,5,Fire,2018,K60783,,0.009,,49.8797,,,6,783,20180621000000,SW of Kentucky Lake,-120.5921,2886785,1388364.4479999994,555241.3399999999
Lightning,JA70003000,Not Active,5,Fire,2018,K60785,,0.009,,50.3079,,,6,785,20180621000000,16.25 Pimainus FSR,-120.9283,2886786,1360857.9930000000,600964.7779999981
Lightning,JA70003000,Not Active,5,Fire,2018,K60789,,0.009,,50.2353,,,6,789,20180621000000,Fox Lake,-120.5658,2886787,1387217.0020000008,594825.8709999993
Lightning,JA70003000,Not Active,5,Fire,2018,K60800,,0.009,,50.3015,,,6,800,20180621000000,Skuhun,-121.1470,2886788,1345370.9409999992,599167.1740000024
Lightning,JA70003000,Not Active,5,Fire,2018,K60803,,0.009,,50.1709,,,6,803,20180621000000,Promontory Lookout,-120.9395,2886789,1361150.8990000002,585707.1620000023
Lightning,JA70003000,Not Active,5,Fire,2018,K60807,,0.009,,50.3877,,,6,807,20180621000000,Skuhun- Nicola,-121.2189,2886790,1339615.7010000004,608389.5369999986
Lightning,JA70003000,Not Active,5,Fire,2018,K60865,,0.009,,50.1124,,,6,865,20180623000000,5KM SE of Canford,-120.9451,2886791,1361216.2349999994,579187.2459999993
,JA70003000,Not Active,5,Fire,2018,K51352,,0.720,,49.1804,,,5,1352,20180720000000,Wolfcub Creek,-119.4397,2886728,1478102.7060000009,484841.9960000003
Lightning,JA70003000,Not Active,5,Fire,2018,K51353,,0.009,,49.1708,,,5,1353,20180720000000,McCuddy Creek,-119.4383,2886729,1478304.8870000008,483784.0800000001
,JA70003000,Not Active,5,Fire,2018,K51354,,0.009,,49.1854,,,5,1354,20180720000000,West of Wolfcub Creek,-119.4402,2886730,1478013.4229999997,485395.2999999989
Lightning,JA70003000,Not Active,5,Fire,2018,K51360,,0.009,,49.1547,,,5,1360,20180720000000,Gillanders Creek #2,-119.9680,2886731,1439942.4310000008,478574.4790000003
Person,JA70003000,Not Active,5,Fire,2018,K51369,,0.200,,49.9059,,,5,1369,20180720000000,Knox Mtn,-119.4749,2886732,1468126.3700000001,564911.4799999995
Lightning,JA70003000,Not Active,5,Fire,2018,K51389,,0.500,,49.1528,,,5,1389,20180717000000,Gillanders Crk #3,-119.9477,2886733,1441435.4790000003,478484.7990000015
Person,JA70003000,Not Active,5,Fire,2018,K51437,,0.400,,49.4741,,,5,1437,20180723000000,Green Mountain Rd,-119.7304,2886734,1454091.6799999992,515433.1710000057
Person,JA70003000,Not Active,5,Fire,2018,K51497,,4.800,,49.9157,,,5,1497,20180727000000,Yates Rd,-119.4512,2886735,1469720.7870000002,566144.4030000018
,JA70003000,Not Active,5,Fire,2018,K51665,,0.009,,49.3232,,,5,1665,20180731000000,Green Lake Rd,-119.5690,2886736,1467266.8459999994,499772.8909999952
Lightning,JA70003000,Not Active,5,Fire,2018,K51742,,0.300,,49.9809,,,5,1742,20180731000000,Windy Lake,-119.9553,2886737,1433031.3749999995,570162.0050000027
Lightning,JA70003000,Not Active,5,Fire,2018,K51768,,0.009,,49.8540,,,5,1768,20180731000000,10 km Sunset Main,-120.0452,2886738,1427798.7410000004,555545.8049999978
,JA70003000,Not Active,5,Fire,2018,K51816,,0.960,,50.0712,,,5,1816,20180801000000,Chapperon Creek,-119.9370,2886739,1433481.9389999988,580272.5040000081
Lightning,JA70003000,Not Active,5,Fire,2018,K51825,,0.100,,49.8577,,,5,1825,20180801000000,Trepanier Creek,-119.8691,2886740,1440376.4440000001,557042.4690000014
Lightning,JA70003000,Not Active,5,Fire,2018,K51826,,1.000,,49.9196,,,5,1826,20180801000000,E of Jackpine lake,-119.7947,2886741,1445109.2169999999,564364.2800000021
Lightning,JA70003000,Not Active,5,Fire,2018,K51923,,2.540,,49.8547,,,5,1923,20180801000000,Pennask Mountain,-120.1466,2886742,1420523.4050000005,555013.8739999998
Lightning,JA70003000,Not Active,5,Fire,2018,K51953,,0.100,,49.9943,,,5,1953,20180801000000,Mount Swite,-119.6103,2886743,1457547.0070000004,573816.8059999980
,JA70003000,Not Active,5,Fire,2018,K52115,,0.009,,49.3365,,,5,2115,20180803000000,Shuttleworth Creek,-119.4125,2886744,1478467.4650000010,502297.3379999986
Person,JA70003000,Not Active,5,Fire,2018,K52126,,2.000,,49.1168,,,5,2126,20180804000000,Lower Similkameen #1,-119.7289,2886745,1457712.8169999993,475892.5750000030
Person,JA70003000,Not Active,5,Fire,2018,K52128,,0.300,,49.1138,,,5,2128,20180804000000,Lower Similkameen #2,-119.7286,2886746,1457762.0440000007,475558.6609999985
Person,JA70003000,Not Active,5,Fire,2018,K52164,,3.500,,49.1842,,,5,2164,20180804000000,Oliver Mountain,-119.5712,2886747,1468512.3929999992,484383.6440000040
,JA70003000,Not Active,5,Fire,2018,K52287,,0.009,,50.0980,,,5,2287,20180807000000,Westside Rd,-119.5065,2886748,1463903.7470000007,585979.9109999985
,JA70003000,Not Active,5,Fire,2018,K52292,,0.009,,50.0974,,,5,2292,20180807000000,Quilpituk Creek,-119.5076,2886749,1463835.7350000003,585899.1880000001
,JA70003000,Fire of Note,5,Fire,2018,K52361,,633.000,Gottfriedsen Mountain,49.9793,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=741,741,5,2361,20180809000000,Gottfriedsen Mountain,-119.9530,2886750,1433211.0760000004,569996.9229999995
,JA70003000,Not Active,5,Fire,2018,K52374,,0.009,,49.4010,,,5,2374,20180809000000,Green Mountain ,-119.8983,2886751,1442657.3600000010,506271.2709999979
Lightning,JA70003000,Not Active,5,Fire,2018,K52424,,0.009,,49.8033,,,5,2424,20180811000000,1km up Chapman FSR,-119.9943,2886752,1431923.0579999993,550238.7290000021
Lightning,JA70003000,Not Active,5,Fire,2018,K52426,,0.009,,49.0265,,,5,2426,20180811000000,E of Mount Kruger,-119.5031,2886753,1475066.8960000009,467392.3140000002
Lightning,JA70003000,Not Active,5,Fire,2018,K52430,,0.009,,49.7511,,,5,2430,20180811000000,Trout Creek FSR,-120.0631,2886754,1427468.0140000004,544038.8220000016
Lightning,JA70003000,Active,5,Fire,2018,K52431,,5.000,,49.0124,,,5,2431,20180811000000,Snehumption Creek,-119.8204,2886755,1452056.0529999998,463757.8710000003
Lightning,JA70003000,Not Active,5,Fire,2018,K52432,,0.009,,49.8074,,,5,2432,20180811000000,E of Crescent Lk,-120.0585,2886756,1427273.6439999987,550304.8750000075
Lightning,JA70003000,Not Active,5,Fire,2018,K52435,,0.009,,49.3342,,,5,2435,20180811000000,Cahill Creek - Hedley,-120.0373,2886757,1433220.4500000002,498013.9579999978
Lightning,JA70003000,Not Active,5,Fire,2018,K52437,,0.009,,49.8150,,,5,2437,20180811000000,5km up Jasper FSR,-119.9872,2886758,1432323.2760000001,551578.5259999987
Lightning,JA70003000,Not Active,5,Fire,2018,K52450,,0.009,,49.7670,,,5,2450,20180811000000,Mt Kathleen,-120.0390,2886759,1429054.3830000011,545942.9479999952
Lightning,JA70003000,Not Active,5,Fire,2018,K22429,,0.009,,50.7969,,,2,2429,20180811000000,Hyas Lake,-119.9563,2886568,1425217.2800000003,660627.8919999981
Lightning,JA70003000,Not Active,5,Fire,2018,K22434,,0.009,,51.0751,,,2,2434,20180811000000,Moose Meadows FSR,-120.0183,2886569,1418250.5160000003,691132.1600000020
,JA70003000,Active,5,Fire,2018,K22504,,0.009,,51.5593,,,2,2504,20180811000000,Foghorn Mountain,-119.9412,2886570,1419021.1970000009,745331.3379999958
Lightning,JA70003000,Not Active,5,Fire,2018,K22505,,0.009,,50.6049,,,2,2505,20180811000000,Scuitto Creek,-120.1768,2886571,1411497.8890000004,638023.2580000004
Lightning,JA70003000,Not Active,5,Fire,2018,K22512,,0.009,,50.5053,,,2,2512,20180811000000,Tunkwa Lake Rd,-120.8411,2886572,1365448.9289999991,623332.0660000015
,JA70003000,Active,5,Fire,2018,K22527,,0.009,,51.4999,,,2,2527,20180811000000,Joseph Creek,-120.0988,2886573,1408697.1450000000,737816.5420000004
Lightning,JA70003000,Not Active,5,Fire,2018,K22540,,0.009,,51.0976,,,2,2540,20180811000000,Agate Bay Road,-119.8593,2886574,1429129.7770000002,694575.5199999996
Lightning,JA70003000,Not Active,5,Fire,2018,K22544,,0.009,,51.7514,,,2,2544,20180811000000,39km Up Road 2,-120.5232,2886575,1377202.3309999995,763389.8529999992
Lightning,JA70003000,Not Active,5,Fire,2018,K22630,,0.009,,51.2385,,,2,2630,20180813000000,Honeymoon Bay,-119.5478,2886576,1449410.4629999991,712144.4410000015
Lightning,JA70003000,Not Active,5,Fire,2018,K22663,,0.400,,51.8797,,,2,2663,20180814000000,1 km W Finn Creek Park,-119.3288,2886577,1457893.1060000004,784690.0129999975
,JA70003000,Active,5,Fire,2018,K22706,,0.009,,51.4980,,,2,2706,20180816000000,Mount Loveway,-120.2008,2886578,1401666.2419999996,737021.7540000025
,JA70003000,Active,5,Fire,2018,K22707,,0.009,,51.1377,,,2,2707,20180816000000,Dixon Lake,-119.9493,2886579,1422472.5190000010,698480.0899999961
Lightning,JA70003000,Not Active,5,Fire,2018,K22714,,0.150,,50.5655,,,2,2714,20180816000000,Forge Mountain,-120.9531,2886580,1357050.3810000001,629439.9469999950
Person,JA70003000,Not Active,5,Fire,2018,K40045,,8.000,,50.7689,,,4,45,20180426000000,Hwy 1 4km S of Chase,-119.7270,2886581,1441589.0010000004,658930.1719999993
Person,JA70003000,Not Active,5,Fire,2018,K40117,,2.200,,50.7010,,,4,117,20180430000000,Rosemond FSR,-119.1291,2886582,1484280.0640000005,655305.3130000010
Person,JA70003000,Not Active,5,Fire,2018,K40250,,0.009,,50.6214,,,4,250,20180519000000,Karjula Rd,-119.6660,2886583,1447336.5760000008,642957.3779999977
Person,JA70003000,Not Active,5,Fire,2018,K40272,,0.009,,50.7966,,,4,272,20180520000000,Skimikin and Chase Falkland Rd,-119.6532,2886584,1446494.6059999999,662459.2520000022
Person,JA70003000,Not Active,5,Fire,2018,K40292,,0.009,,50.2053,,,4,292,20180520000000,King Edward FSR,-119.1799,2886585,1486020.1189999990,600054.2980000023
Person,JA70003000,Not Active,5,Fire,2018,K40339,,0.100,,49.9920,,,4,339,20180522000000,4 Km Postill Lake Rd,-119.3407,2886586,1476824.4960000005,575337.9750000006
Person,JA70003000,Not Active,5,Fire,2018,K40342,,4.000,,51.1487,,,4,342,20180522000000,Perry River 5200 Rd,-118.6958,2886587,1509581.1570000006,707957.3139999993
Person,JA70003000,Not Active,5,Fire,2018,K40373,,0.009,,50.7613,,,4,373,20180525000000,Skimikin Lake,-119.5156,2886588,1456504.7609999999,659424.4979999978
Person,JA70003000,Not Active,5,Fire,2018,K40385,,0.009,,50.7933,,,4,385,20180525000000,Hepburn Rd,-119.6355,2886589,1447769.2829999991,662206.8260000031
Person,JA70003000,Not Active,5,Fire,2018,K40527,,0.300,,50.2719,,,4,527,20180615000000,Boss Creek,-119.2114,2886590,1483070.6320000009,607212.4270000001
Lightning,JA70003000,Not Active,5,Fire,2018,K40740,,0.009,,50.5131,,,4,740,20180621000000,Salmon River RD,-119.3459,2886591,1471008.4260000000,633021.6910000043
Lightning,JA70003000,Not Active,5,Fire,2018,K40757,,0.009,,50.6444,,,4,757,20180621000000,Mount Ida,-119.3351,2886592,1470396.0470000003,647647.6309999982
Lightning,JA70003000,Not Active,5,Fire,2018,K41074,,0.009,,50.1253,,,4,1074,20180706000000,West Slope of Ellington Peak,-119.4372,2886593,1468560.7259999991,589456.9700000007
Person,JA70003000,Not Active,5,Fire,2018,K41117,,0.009,,50.1885,,,4,1117,20180706000000,Cougar Canyon,-119.2659,2886594,1480088.8580000007,597607.0169999991
Person,JA70003000,Not Active,5,Fire,2018,K41202,,0.009,,50.2621,,,4,1202,20180715000000,Becker Lake,-119.1272,2886595,1489153.0490000001,606703.7470000014
,JA70003000,Not Active,5,Fire,2018,K41219,,7.000,,50.1099,,,4,1219,20180716000000,Dee Lake Rd,-119.1877,2886596,1486485.7670000009,589438.0759999938
Person,JA70003000,Not Active,5,Fire,2018,K41221,,0.009,,50.7699,,,4,1221,20180716000000,Harper Lake Rd,-119.7120,2886597,1442629.1020000002,659130.6999999983
Lightning,JA70003000,Not Active,5,Fire,2018,K41258,,1.200,Upper Brookside Creek,50.2970,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=707,707,4,1258,20180717000000,Upper Brookside Creek,-119.1633,2886598,1486212.5839999998,610319.7259999989
Lightning,JA70003000,Not Active,5,Fire,2018,K41284,,1.000,,50.4836,,,4,1284,20180717000000,Trinity Valley,-118.9326,2886599,1500497.6179999998,632591.6280000014
Lightning,JA70003000,Not Active,5,Fire,2018,K41289,,0.009,,51.1693,,,4,1289,20180718000000,Seymour Arm,-118.8059,2886600,1501697.4780000006,709449.9609999973
Lightning,JA70003000,Not Active,5,Fire,2018,K41301,,0.009,,50.8505,,,4,1301,20180717000000,Griffin Ridge East,-118.4116,2886601,1532887.4079999991,677022.2030000053
Lightning,JA70003000,Not Active,5,Fire,2018,K41303,,0.300,,50.0777,,,4,1303,20180717000000,Grizzly Hill,-119.0248,2886602,1498434.8119999999,587000.6140000010
Lightning,JA70003000,Not Active,5,Fire,2018,K41317,,0.009,,50.7520,,,4,1317,20180717000000,Kingfisher 2,-118.8082,2886603,1506248.0680000002,663207.9900000012
Lightning,JA70003000,Not Active,5,Fire,2018,K41318,,0.009,,50.7655,,,4,1318,20180718000000,Kingfisher 1,-118.7521,2886604,1510028.3420000004,665105.6139999991
Lightning,JA70003000,Not Active,5,Fire,2018,K41324,,0.009,,50.7531,,,4,1324,20180719000000,Kingfisher 3,-118.7812,2886605,1508129.7969999996,663519.4129999988
,JA70003000,Not Active,5,Fire,2018,K41355,,0.200,,51.0969,,,4,1355,20180720000000,Anstey Archipelago,-118.9629,2886606,1491587.1140000010,700323.5559999989
Lightning,JA70003000,Not Active,5,Fire,2018,K41382,,0.009,,50.7554,,,4,1382,20180717000000,Kingfisher 4,-118.8072,2886607,1506282.3269999996,663588.0209999997
Lightning,JA70003000,Not Active,5,Fire,2018,K41424,,0.009,,50.5091,,,4,1424,20180717000000,6 km on Ramsey Road,-119.0689,2886608,1490601.0350000001,634462.1160000013
Lightning,JA70003000,Not Active,5,Fire,2018,K41427,,0.100,,49.9998,,,4,1427,20180723000000,Postill Lake Road,-119.3308,2886609,1477446.8969999996,576271.8460000018
Lightning,JA70003000,Not Active,5,Fire,2018,K41443,,0.100,,50.6191,,,4,1443,20180723000000,Whip Creek,-118.5508,2886610,1525853.0400000010,650364.0939999949
Person,JA70003000,Not Active,5,Fire,2018,K41458,,0.009,,50.3212,,,4,1458,20180725000000,Sugar Lake Road,-118.5614,2886611,1528587.1019999990,617315.2700000014
Lightning,JA70003000,Not Active,5,Fire,2018,K41468,,0.009,,50.0925,,,4,1468,20180723000000,Roddy FSR,-118.5227,2886612,1534008.5600000001,592297.9509999976
,JA70003000,Not Active,5,Fire,2018,K41532,,0.650,,50.4600,,,4,1532,20180728000000,Range Road,-119.3434,2886613,1471744.0299999998,627158.5900000073
Person,JA70003000,Not Active,5,Fire,2018,K41537,,0.009,,50.9115,,,4,1537,20180728000000,Tillis Landing,-119.0826,2886614,1485263.3310000000,678959.5649999995
,JA70003000,Not Active,5,Fire,2018,K41613,,0.200,,50.9905,,,4,1613,20180730000000,Anstey FSR,-118.9743,2886615,1491967.4899999995,688452.8660000004
Person,JA70003000,Not Active,5,Fire,2018,K41662,,0.009,,50.4647,,,4,1662,20180730000000,Salmon River Road,-119.3579,2886616,1470668.7580000004,627588.2879999988
Lightning,JA70003000,Not Active,5,Fire,2018,K41756,,0.009,,50.7881,,,4,1756,20180731000000,Mt Bastion,-119.2678,2886617,1473617.3320000004,664025.2839999925
,JA70003000,Not Active,5,Fire,2018,K41763,,0.150,,50.8031,,,4,1763,20180731000000,15km East of Sicamous,-118.9197,2886618,1497857.9949999999,668072.0210000025
,JA70003000,Not Active,5,Fire,2018,K41772,,2.830,,50.2654,,,4,1772,20180731000000,Spallumcheen Forest,-118.6919,2886619,1519988.3480000007,610171.5959999990
,JA70003000,Not Active,5,Fire,2018,K41782,,0.200,,50.8207,,,4,1782,20180731000000,Hunter Range,-118.7207,2886620,1511598.1210000000,671445.7180000031
Lightning,JA70003000,Not Active,5,Fire,2018,K41789,,0.200,,50.7365,,,4,1789,20180731000000,Mara Lake,-119.1842,2886621,1480033.3810000010,658864.1960000005
,JA70003000,Fire of Note,5,Fire,2018,K41791,,332.000,Sugar Mountain,50.4238,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=722,722,4,1791,20180731000000,Sugar Mountain,-118.4570,2886622,1534767.4349999989,629451.5360000022
